Student Clubs & Organizations,What clubs and organizations are most popular on campus?,"Popular clubs and organizations at SUTD include the SUTD Student Government, SUTD Motorsports, SUTD Sharks (sports teams), the various Interest Groups (IGs) covering diverse areas like dance, music, and photography, and the Overseas Opportunities Club."
Student Clubs & Organizations,Are there clubs related to my specific major or interests?,"Yes, SUTD has clubs and interest groups related to specific majors like Architecture and Sustainable Design (ASD), Engineering Product Development (EPD), Engineering Systems and Design (ESD), and Information Systems Technology and Design (ISTD), as well as broader interests like technology, design, sports, and culture."
Student Clubs & Organizations,How easy is it to join a club?,"Joining a club at SUTD is generally easy due to the wide variety of student organizations and the presence of club recruitment events throughout the academic year."
Student Clubs & Organizations,What is the time commitment typically involved in club membership?,"Time commitment for club membership at SUTD varies greatly depending on the club and your role. Some clubs may require just a few hours a week for meetings and events, while others, particularly those with active projects or competitions, could demand upwards of 10 hours or more weekly."
Student Clubs & Organizations,Are there opportunities for leadership positions within clubs?,"Yes, there are opportunities for leadership positions within clubs at SUTD."
Student Clubs & Organizations,Do clubs offer opportunities for networking and career development?,"Yes, SUTD clubs provide opportunities for networking and career development."
Student Clubs & Organizations,Are there any clubs focused on community service or activism?,"Yes, SUTD has clubs focused on community service and activism, such as SUTD Oxfam."
Student Clubs & Organizations,Does the university provide funding or resources to support student clubs?,"Yes, SUTD provides funding and resources to support student clubs."
Student Clubs & Organizations,Are there opportunities to start a new club if my interest isn't represented?,"Yes, SUTD encourages students to propose and establish new clubs if their interests are not currently catered for.""
Student Clubs & Organizations,What events and activities do clubs typically organize?,"SUTD clubs typically organize workshops, competitions, talks by industry professionals, social gatherings, community service projects, hackathons, exhibitions showcasing member work, and orientation activities for new students."
Diversity & Inclusion,What resources and support systems are available for students from underrepresented backgrounds?,"SUTD offers financial aid through scholarships, bursaries, and loans. There is the SUTD Student Care Centre for counselling and mental well-being support. Specific student clubs and organizations may also cater to different underrepresented groups. The university also provides academic support programs to assist with learning and development."
Diversity & Inclusion,How does the university promote a diverse and inclusive campus culture both inside and outside the classroom?,"SUTD promotes diversity and inclusion through initiatives like student-led diversity clubs, inclusive curriculum design that incorporates diverse perspectives, workshops and training on unconscious bias, accessible campus facilities, scholarships targeting underrepresented groups, partnerships with community organizations supporting diverse populations, and celebrates diverse cultural events."
Diversity & Inclusion,"What percentage of the student body, faculty, and staff identify as members of underrepresented groups?","SUTD does not publicly release specific percentages for underrepresented groups within its student body, faculty, and staff."
Diversity & Inclusion,Are there any student organizations or affinity groups dedicated to supporting diversity and inclusion?,"Yes, SUTD has student organizations and affinity groups focused on supporting diversity and inclusion."
Diversity & Inclusion,What specific initiatives or programs has the university implemented to address issues of equity and inclusion?,"SUTD has implemented initiatives such as the SUTD Academy which provides bridging programs for students from diverse backgrounds, the SUTD Women in Technology and Design (WiT&D) initiative that supports women in STEM, and inclusive design projects that address the needs of diverse user groups."
Diversity & Inclusion,How does the curriculum incorporate diverse perspectives and experiences?,"SUTD's curriculum integrates diverse perspectives and experiences through interdisciplinary projects, design-centric education encouraging consideration of user needs across different backgrounds, international collaborations including student exchanges and research partnerships, and incorporating humanities and social sciences electives that promote critical thinking about societal issues."
Diversity & Inclusion,"What training or workshops are available to students, faculty, and staff on topics related to diversity, equity, and inclusion?","SUTD provides workshops and training on diversity, equity, and inclusion (DEI) through the Dean of Students office and Human Resources. These programs may cover topics like unconscious bias, inclusive leadership, cultural sensitivity, and bystander intervention. Specific offerings can vary, so checking the SUTD website and internal communications is recommended for the most up-to-date information."
Diversity & Inclusion,How does the university handle incidents of discrimination or bias?,"SUTD addresses discrimination or bias incidents through a multi-pronged approach involving reporting channels (including online forms and designated personnel), investigation processes adhering to fairness and confidentiality, and disciplinary actions aligned with the severity of the offense, alongside educational initiatives promoting inclusivity and respect."
Diversity & Inclusion,What is the university's commitment to accessibility for students with disabilities?,"SUTD is committed to providing reasonable accommodations and support services to students with disabilities to ensure equal access to educational opportunities. They work with students on a case-by-case basis to address individual needs."
Diversity & Inclusion,How does the university engage with the local community to promote diversity and inclusion?,"SUTD engages with the local community through initiatives like public workshops, open house events showcasing student projects and research, partnerships with community organizations for design projects addressing local needs, and outreach programs to schools promoting STEM education."
Health & Wellness Resources,"What mental health services are available to students, and how accessible are they?","SUTD provides mental health services through the Campus Care Network (CCN). Services include counselling, workshops, peer support, and consultations with mental health professionals. Accessibility involves contacting CCN directly through email or phone, with appointments subject to availability."
Health & Wellness Resources,What resources are available for students struggling with food insecurity or housing instability?,"SUTD provides resources such as financial aid, scholarships, and bursaries to help students with financial difficulties, which can indirectly address food insecurity and housing instability. Students facing these challenges can also seek guidance from the SUTD Care team, who can offer personalized support and connect them with relevant external resources and government assistance programs."
Health & Wellness Resources,"Does the university offer health insurance options, and what are the coverage details and costs?","SUTD provides mandatory medical insurance for all full-time matriculated students. The coverage details include inpatient and outpatient medical expenses, specialist consultations, and hospitalisation. The insurance premiums are typically included in the tuition fees. Specific details about coverage limits and costs can be found on the SUTD Student Portal or by contacting the Office of Student Affairs."
Health & Wellness Resources,"What kind of disability services are offered, including academic accommodations and accessibility resources?","SUTD provides disability services through the Student Affairs team. Academic accommodations may include exam adjustments, note-taking assistance, and alternative assignment formats. Accessibility resources encompass accessible learning spaces, assistive technology, and support for students with specific learning needs. Students should contact Student Affairs to discuss their individual needs and available support."
Health & Wellness Resources,"What wellness programs are offered, such as stress management workshops, fitness classes, or mindfulness training?","SUTD offers a variety of wellness programs, including stress management workshops, fitness classes such as yoga and Zumba, and mindfulness training sessions. They also provide counseling services and mental health resources for students."
Health & Wellness Resources,"What resources are available for students who experience sexual assault or harassment, including reporting procedures and support services?","SUTD provides resources for students experiencing sexual assault or harassment through the Office of Student Life (OSL). Reporting procedures involve contacting the OSL, designated reporting officers, or making a formal complaint through established channels. Support services include counseling services, medical assistance, and assistance with academic accommodations or safety measures. Information on these resources and procedures is available on the SUTD website and through OSL."
Health & Wellness Resources,"Is there a health center on campus, and what types of medical services are provided?","Yes, SUTD has a health center on campus. It provides services like consultations for acute and chronic illnesses, health screenings, vaccinations, and basic first aid."
Health & Wellness Resources,"What support groups or peer mentoring programs are available for specific student populations, such as LGBTQ+ students or students of color?","While SUTD doesn't have formally structured, officially-named support groups or peer mentoring programs specifically designated for LGBTQ+ students or students of color, the university fosters an inclusive environment through various avenues. The Student Affairs team and the Diversity and Inclusion Office are key resources for students seeking support. These offices organize workshops, dialogues, and events that promote understanding and inclusivity. Furthermore, student-led initiatives and clubs often provide informal peer support networks where students from diverse backgrounds can connect and find community. Students are encouraged to reach out to faculty, staff, and the SUTD Wellness Centre for individual support and guidance."
Health & Wellness Resources,Are there resources to help students manage substance use or addiction?,"Yes, SUTD provides resources like counseling services, workshops, and referrals to external specialists to support students in managing substance use or addiction."
Health & Wellness Resources,What is the university's policy on vaccinations and required health screenings?,"SUTD requires all incoming students to undergo a medical examination and submit a health declaration form. The university strongly encourages students to be vaccinated against infectious diseases as per Singapore's national guidelines, but vaccination may not be strictly mandatory unless mandated by national regulations during specific outbreaks."
Safety & Security,How safe is the campus at night?,"SUTD's campus is generally considered safe at night due to security patrols, well-lit areas, and readily available emergency support."
Safety & Security,What security measures are in place in campus dorms/housing?,"SUTD dorms utilize keycard access for entry, 24/7 security personnel presence, and CCTV surveillance in common areas. Fire safety systems are also in place."
Safety & Security,What is the process for reporting a crime or safety concern?,"SUTD encourages reporting crimes or safety concerns to Campus Security immediately. You can contact them via their hotline or approach them in person at their office. You can also report incidents to any SUTD staff member who can then escalate it to the appropriate channels. For emergencies, call 999 first."
Safety & Security,Does the university have its own police or security force?,"SUTD has a security force."
Safety & Security,Are there emergency call boxes located around campus?,"Yes, SUTD has emergency call boxes located around campus."
Safety & Security,What resources are available for students who experience harassment or assault?,"SUTD provides resources such as the SUTD Care Team, comprising counsellors and staff trained to provide support and guidance. Students can also report incidents to the Office of Student Life. Additionally, there are avenues for confidential reporting and access to external support agencies for counselling and legal assistance."
Safety & Security,What is the university's policy on campus safety alerts and emergency notifications?,"SUTD uses multiple channels for campus safety alerts and emergency notifications, including email, SMS, desktop alerts on campus computers, and the SUTD website. The university also has wardens and security personnel who are trained to respond to emergencies."
Safety & Security,How does the university address cybersecurity threats and protect student data?,"SUTD addresses cybersecurity threats and protects student data through a multi-layered approach involving robust network security infrastructure, regular security audits, data encryption, access controls, mandatory cybersecurity awareness training for staff and students, and adherence to relevant data protection regulations like the Personal Data Protection Act (PDPA)."
Safety & Security,What training or education programs are offered on personal safety and crime prevention?,"SUTD offers programs like Safety and Security Awareness briefings during orientation, emergency preparedness training, and workshops on topics such as cyber safety and scam prevention. The Security Department also conducts ad-hoc awareness campaigns on crime prevention and personal safety throughout the year."
Safety & Security,Are there safe escort programs available for students walking alone at night?,"SUTD provides a safety escort service for students walking alone at night."
Alumni Network,How active and engaged is the alumni network?,"SUTD's alumni network is relatively active and engaged, with various initiatives for professional development, networking, and giving back to the university."
Alumni Network,What industries and companies are alumni primarily employed in?,"SUTD alumni are primarily employed in technology, engineering, design, and business-related industries. Prominent companies employing SUTD graduates include companies in the tech sector (e.g., Shopee, Grab, Google, Microsoft), engineering firms (e.g., ST Engineering, Surbana Jurong), design consultancies, financial institutions, and startups across various fields."
Alumni Network,How accessible are alumni for networking and mentorship opportunities?,"SUTD alumni are generally quite accessible for networking and mentorship opportunities, facilitated by the university's strong alumni network, dedicated platforms like the SUTD Alumni Portal, and various alumni events."
Alumni Network,Does the university have a formal alumni mentorship program?,"Yes, SUTD has a formal alumni mentorship program."
Alumni Network,What kind of events and programs does the alumni network offer for current students?,"SUTD's alumni network offers current students mentorship programs, career talks, networking sessions, industry sharing events, project collaborations, and opportunities to learn about alumni experiences and career pathways."
Alumni Network,"Are alumni geographically concentrated, or are they spread across the country/world?","SUTD alumni are spread across the country and the world."
Alumni Network,How responsive are alumni to inquiries from current students and recent graduates?,"SUTD alumni are generally quite responsive to inquiries from current students and recent graduates, often leveraging the university's strong alumni network and career development resources."
Alumni Network,Does the alumni network provide career resources like job postings or resume reviews?,"Yes, the SUTD alumni network provides career resources like job postings and resume reviews."
Alumni Network,What is the alumni giving rate to the university and how does that impact student life?,"SUTD's alumni giving rate is still developing as it is a relatively young university. While specific figures fluctuate, increased alumni giving can significantly enhance student life through funding for scholarships, student activities, improved facilities, and career development programs."
Alumni Network,Can I easily connect with alumni working in my specific field of interest?,"SUTD has platforms and initiatives like the SUTD Alumni Network, career fairs, and industry talks that facilitate connections with alumni, increasing your chances of connecting with those in your field of interest."
Technology & Facilities,"Are there modern, well-equipped labs and workshops available for my program of study?","Yes, SUTD provides modern, well-equipped labs and workshops tailored for each program of study."
Technology & Facilities,What is the quality and availability of the Wi-Fi network across campus and in student housing?,"SUTD provides generally good quality and widely available Wi-Fi across campus, including classrooms, labs, common areas, and student housing. Coverage extends throughout the residential blocks and associated study areas."
Technology & Facilities,Are there sufficient and easily accessible charging stations for laptops and mobile devices in common areas?,"SUTD generally provides sufficient and easily accessible charging stations for laptops and mobile devices in common areas like the library, student lounges, and near study tables."
Technology & Facilities,"What types of software and online resources are available to students, and are they accessible remotely?","SUTD provides students with a range of software including industry-standard design tools, programming environments, and productivity suites. Online resources comprise the university's learning management system (e.g., Canvas), digital library databases, and specialized simulation platforms. Most of these software and online resources are accessible remotely via VPN or web browsers."
Technology & Facilities,"Does the university have dedicated spaces for collaborative projects and group study sessions, equipped with technology like large displays and whiteboards?","Yes, SUTD has dedicated spaces for collaborative projects and group study sessions equipped with technology like large displays and whiteboards."
Technology & Facilities,"What are the library resources like, including online databases, e-books, and physical books, and are there librarians available to assist with research?","SUTD Library provides access to a wide range of resources, including online databases such as IEEE Xplore, ScienceDirect, and ACM Digital Library. The library also offers a substantial collection of e-books and physical books covering design, technology, architecture, and other relevant fields. Librarians are available to provide research assistance and guidance to students and faculty."
Technology & Facilities,"How often are classrooms and lecture halls upgraded with new technology, and what kind of audio-visual equipment is available for presentations?","Classrooms and lecture halls at SUTD are typically upgraded with new technology every few years, depending on budget cycles and identified needs. Available audio-visual equipment for presentations commonly includes projectors, screens, microphones (both wired and wireless), sound systems, and document cameras."
Technology & Facilities,"What security measures are in place to protect student data and equipment on campus, including cybersecurity and physical security in labs and residence halls?","SUTD employs several security measures to protect student data and equipment. Cybersecurity measures include firewalls, intrusion detection systems, multi-factor authentication for sensitive systems, regular security audits, and data encryption. Physical security in labs and residence halls includes access control systems like keycard access, CCTV surveillance, security personnel patrols, and equipment tagging for tracking."
Technology & Facilities,"Are there accessible and well-maintained facilities for students with disabilities, including assistive technology and accessible restrooms?","SUTD provides accessible facilities for students with disabilities, including assistive technology and accessible restrooms."
Technology & Facilities,"What is the university's commitment to sustainable practices, such as energy efficiency and waste reduction, in its facilities and technology usage?","SUTD is committed to sustainable practices through initiatives such as energy-efficient building designs, use of renewable energy sources where feasible, water conservation measures, waste reduction and recycling programs, and the integration of sustainable design principles into its curriculum and research. The university actively seeks to minimize its environmental impact and promote responsible resource consumption across its facilities and technology usage."
Admission Requirements,What are the specific GPA requirements for my program of interest?,"SUTD does not publicly specify GPA requirements for admission. They evaluate applicants holistically, considering academic achievements, aptitude test scores, portfolio (if applicable), personal essays, and interviews."
Admission Requirements,"Are standardized tests like the SAT or ACT required, and if so, what are the minimum score expectations?","SUTD does not require SAT or ACT scores for admission."
Admission Requirements,"What are the prerequisites for my chosen major, and can I still apply if I'm missing one or two?","SUTD does not have specific major prerequisites. Admission is based on overall academic merit, demonstrated interest in technology and design, and suitability for the SUTD environment. If you are missing certain subjects typically associated with a particular major, you can still apply, but you should highlight your strengths and relevant experiences in your application to showcase your aptitude and potential."
Admission Requirements,Does the university offer conditional admission for students who don't meet all requirements?,"SUTD does not typically offer conditional admission."
Admission Requirements,"What is the application deadline, and are there different deadlines for different programs or application types?","The application deadline for SUTD's undergraduate programs is typically in March. There are generally different deadlines for different application types, such as local vs. international applicants, and early vs. regular admissions. It's best to check the official SUTD website for the specific deadlines for each program and application type for the relevant academic year."
Admission Requirements,"What documents are required for the application, such as transcripts, letters of recommendation, and personal essays?","For SUTD undergraduate applications, you generally need your high school transcripts, personal essays (including the Why SUTD essay), letters of recommendation (usually from teachers), and standardized test scores (if applicable, check the current requirements). Additional documents might be required depending on your specific circumstances and the program you are applying for."
Admission Requirements,"Are there any additional requirements for international students, such as English language proficiency tests or visa documentation?","Yes, international students at SUTD need to demonstrate English language proficiency through tests like TOEFL or IELTS and must fulfill visa documentation requirements for studying in Singapore."
Admission Requirements,"What are the criteria used to evaluate applications, and how heavily weighted are different factors like GPA, test scores, and extracurricular activities?","SUTD uses a holistic admissions approach, considering academic achievements (including GPA), aptitude for math and science, demonstrated interest and passion, extracurricular activities, and personal qualities. While specific weights aren't publicly disclosed, academic performance provides a foundation, but extracurricular involvement, essays, and interview performance significantly contribute to showcasing problem-solving skills, creativity, and suitability for SUTD's unique curriculum and culture."
Admission Requirements,"Is there an application fee, and are fee waivers available for students with financial need?","Yes, there is an application fee. Fee waivers are available for students with demonstrated financial need."
Admission Requirements,"What is the acceptance rate for my program of interest, and what are my chances of being admitted based on my academic profile?","SUTD does not publicly release acceptance rates for specific programs. Admission to SUTD is highly competitive and holistic, considering academic performance, aptitude test scores (if applicable), portfolio (if applicable), personal essay, letters of recommendation, and interview performance. Your chances of admission depend on the strength of your application relative to other applicants in a given year."
Application Process,What are the specific admission requirements for my desired program?,"To determine the specific admission requirements for your desired program at SUTD, please consult the official SUTD website and navigate to the ""Admissions"" section. There, you'll find detailed information regarding program-specific prerequisites, academic qualifications, standardized test scores (if required), portfolio requirements (if applicable), and any other relevant criteria."
Application Process,What is the application deadline and are there different deadlines for early admission or scholarships?,"The application deadline for SUTD is typically in March. There are usually separate, earlier deadlines for early admission and specific scholarships. You should refer to the official SUTD website for the most up-to-date and accurate deadlines."
Application Process,"What standardized tests are required or optional, and what are the recommended scores?","SUTD does not require standardized tests like the SAT or ACT for admission. Submitting such scores is optional. There are no recommended scores published, as admission is primarily based on academic performance, portfolio, personal essay, and interview."
Application Process,"What documents do I need to submit as part of my application (transcripts, letters of recommendation, personal essay, etc.)?","For undergraduate applications to SUTD, you'll typically need to submit academic transcripts, letters of recommendation (usually two), a personal essay or statement of purpose, standardized test scores (like SAT or ACT, if applicable), and possibly portfolio materials for specific programs. Check the official SUTD admissions website for the most up-to-date and program-specific requirements."
Application Process,How can I request transcripts from my previous institutions and have them sent to your university?,"You should contact your previous institutions directly and request that they send official transcripts to SUTD's Office of Admissions. Check SUTD's admissions website for the specific address and any other required procedures for transcript submission."
Application Process,What are you looking for in a strong personal essay or statement of purpose?,"Demonstrated passion for technology and design, clear articulation of unique skills and experiences, evidence of problem-solving aptitude, well-defined goals aligned with SUTD's mission, and compelling narrative reflecting personal growth and suitability for SUTD's distinctive learning environment."
Application Process,"How many letters of recommendation are required, and what qualities should my recommenders highlight?","SUTD generally requires two letters of recommendation. Recommenders should highlight your aptitude for STEM fields, problem-solving skills, creativity, collaboration abilities, and passion for innovation."
Application Process,"What is the application fee, and are there fee waivers available for eligible students?","The application fee for SUTD is SGD 30. Fee waivers are available for eligible students."
Application Process,What is the process for checking the status of my application?,"Applicants can check their application status via the SUTD Application Portal using the login credentials created during the application process."
Application Process,Whom should I contact if I have questions about the application process or encounter technical difficulties?,"For application process questions, contact the SUTD Office of Admissions. For technical difficulties, contact the SUTD IT Helpdesk."
Campus Visit Options,"Are there different types of campus visits available, like group tours or personalized visits?","Yes, SUTD offers different types of campus visits, including group tours and personalized visits."
Campus Visit Options,"What days and times are campus visits offered, and how far in advance should I book?","SUTD campus visits are offered on Mondays, Wednesdays, and Fridays at 10:00 AM and 3:00 PM. It is recommended to book at least 3 days in advance."
Campus Visit Options,Can I meet with professors or current students in my specific academic program during the visit?,"It is possible to meet with professors or current students in your specific academic program during your visit to SUTD, but it often requires advance arrangements. Contact the admissions office or the specific program department to inquire about scheduling such meetings."
Campus Visit Options,Is there an option to stay overnight on campus to get a better feel for student life?,"SUTD does not generally offer overnight stays on campus for prospective students to experience student life."
Campus Visit Options,What COVID-19 safety protocols are in place for campus visits?,"SUTD requires visitors to pre-register their visit, complete a health declaration, and adhere to prevailing national guidelines regarding mask-wearing and vaccination-differentiated safe management measures. Temperature screening may also be in place at entry points."
Campus Visit Options,Are there any virtual campus tour options available if I can't visit in person?,"Yes, SUTD offers virtual campus tour options."
Campus Visit Options,"How long does the average campus visit last, and what activities are included?","An average campus visit to SUTD typically lasts around 2 to 3 hours. Activities usually include a campus tour, a presentation about SUTD's curriculum and design-centric learning, and potentially a Q&A session with current students or faculty."
Campus Visit Options,Is there financial assistance available to help cover travel costs for campus visits?,"SUTD provides financial assistance for eligible prospective students to help cover travel costs for campus visits."
Campus Visit Options,What should I wear and bring with me on the campus visit?,"Wear comfortable clothing and shoes suitable for walking around the campus. Bring a water bottle, notepad, pen, and your identification card."
Campus Visit Options,Are there any specific information sessions or presentations scheduled during the visit that I should attend?,"Check the SUTD website or contact the admissions office for the most up-to-date schedule of information sessions or presentations planned during your visit."
